user_name,user_country,review_datetime,review_text,review_rating,source,sight,country_rus
Henrik V,germany,29.07.14,"Probably one of the most expensive day trips we did. 750 USD per person and you need at least 18 people to join the ride before the helicopter starts. The helicopter flight is an experience and the pilot flies circles over the volcano area so that it is doesn't matter which side you sit. We were lucky as this was the last ride of the year with the company in October and the weather was ideal. As it is quite noisy inside you get some headsets as protection. For me Uzon Caldera which was the first stop - I liked much more than the valley of Geysers itself as the colors in fall where fantastic. The earth is alive and you can see it with smoke and the bubbles in the mud holes. At the valley which was the second and stop before we returned we had to wait for the ""water explosion (eruption) which is quite amazing. All in all quite expensive but definitely an experience.",8,tripadvisor,Долина гейзеров,Германия
Olga F,ciprus,22.07.14,"There are like 4 places on Earth with such active geyser activity (Iceland, New Zealand, Kamchatka and Yellowstone). I've only been to Yellowstone and the geysers there are much more numerous and impressive. Part of the valley was destroyed by nature 10 years ago, another part - early 2014, there is really not much to see left. I mean, if you've never seen geysers and Kamchatka is closer to you than US of New Zealand - go for it, but I really can't recommend (especially for this money, because you have to hire a helicopter to get there)",6,tripadvisor,Долина гейзеров,Кипр
Qwelt,india,16.08.13,"We did this tour on 7th August, 2013 and the cost of the trip ( USD 1000 per person) was quite steep! It was a helicopter tour and luckily 7th August was a clear sunshine day and the helicopter was airborne at 8 AM. The heli flew over some "" active volcanos "" and after an hour, it landed at the Valley of Geysers. The authorities conduct a guided tour of this place and showed us all the geysers, mudpots, water falls, and the flora of this magnificent place. There are only 4 places on this planet similar to this location and we have not seen the other 3. Hence, it was quite stunning! Afetr spending 2 hours there, we were taken to Uzon Caldera and a walk around this caldera for an hour was mindblowing watching all the chemical acitivities happening in front of your eyes! This was one hell of a huge Chemical laboraory ( set by the nature) and the air was mixed with sulphur and various other gases! This caldera is active even after million years of extinct of the volcanos located here! Traveling to Kamchatka is by itself, an expensive program and please add another USD 1000 to your budget to see this magnificent place. Perhaps, the highlight of our trip to Kamchatka.",10,tripadvisor,Долина гейзеров,Индия
שולמית ז,israel,09.10.19,"עמק הגייזרים נמצא צפונית מהעיר פטרופבלובסק קמצ'טסקי וניתן להגיע אליו במסוק בלבד. זהו עמק עם פעילות טרמית מאד אקטיבית, מזרקות מים רותחים, ארובות עדים ובוץ מבעבע, מומלץ ביותר",10,tripadvisor,Долина гейзеров,Израель
gustova_69,russia,18.10.21,"Первую ночь по прилёту на Камчатку 27 августа 2021 г. провели в глэмпинге на берегу Тихого океана на Халактырском пляже. Выйдешь из палатки и любуешься видами, которые открываются перед тобой. С одной стороны океан и бесконечный пляж с чёрным вулканическим песком, с другой стороны действующий вулкан. Халактырский пляж тянется на 30 км, береговая линия достигает до 100 метров. Вулканический песок считается полезным и обладает целебными свойствами для лечения артритов, артрозов, радикулита, остеохондроза. Вода в океане очень холодная, желающих искупаться не наблюдалось, кроме ребят-сёрфингистов, облачённых в гидрокостюмы. Доски для сёрфинга и костюмы можно было взять на прокат в глэмпинге.",10,tripadvisor,Халактырский пляж,Россия
Mikhail K,russia,29.09.21,"В таких местах обязательно надо побывать! Энергетика места - мощнейшая!!! С одной стороны вулкан, с другой океан!",10,tripadvisor,Халактырский пляж,Россия
Павел Ц,russia,08.09.21,"Велеколепно. Дорога совсем неочень. Оборудованные стоянки. Туалеты. Пешеходные дорожки. Видно,что старается администрация. Повезло с погодой. Светило солнце! Песок горячий. И чистый. Народу очень мало. Ветер, нозагорать можно. Волны. Босиком ходить одно удовольствие. Щенячий восторг!! Всем рекомендую. От города туда и обратно на такси 1,5-2.0 круб. Общественный транспорт до пляжа не ходит. Кушать там нет. Питьевой воды тоже нет. Есть вывески о летнем кафе которое работает в суботу и воскресенье.",10,tripadvisor,Халактырский пляж,Россия
Дмитрий К,russia,03.09.21,"Контрастное ощущение от горячего черного вулканического песка и холодной воды океана. Многокилометровый пляж, величие океанских волн с одной стороны и домашние вулканы с другой. Вода холодная, в июле +6/+8градусов. Есть глемпинг. А также школа серфинга. Из минусов - каменистая, ухабистая и пыльная дорога до пляжа.",10,tripadvisor,Халактырский пляж,Россия
Kot T,russia,28.08.21,"С шоссе около 9 км по грунтовке, осилит любая машина. Пляж вулканический, из черного песка, на берегу Тихого океана. В качестве второго блюда - далекие сопки, укутанные синей дымкой. И на десерт - троица ""домашних"" вулканов, также далеких и в такой же синей дымке. Пляж пустой, никаких шезлонгов, лежаков и вообще чего-либо. Вода в океане холодная даже в жару. На берегу эко-отели, школа серфинга.",10,tripadvisor,Халактырский пляж,Россия
Dmitry Borodin,russia,26.08.21,"Нам очень повезло с погодой: было солнечно и тепло. С пляжа просто не хотелось уходить. Вода, все равно, была достаточно холодной для полноценного купания, но зайти было приятно:)",10,tripadvisor,Халактырский пляж,Россия
77Anna772013,russia,01.08.21,"очень красивый и огромный пляж, нет мест для отдыхающих специализированных, но много ракушки, морской капусты",10,tripadvisor,Халактырский пляж,Россия
ndzhd,russia,27.06.21,"ну такое... если вы не серфингист, будет скучновато. Тут писали про очень высокую стоимость посещения. На самом деле, лучше всего просто заказать то же самое Яндекс.такси и попросить вам полчасика подождать, пока вы нафотографируетесь. туда-обратно с ожиданием обойдется вам в 2000 руб, а то и меньше. Больше, чем 15-30 минут, он у вас не займет. Мы были в начале июня, и мне в зимней куртке было холодновато из-за сильнейшего ветра, хотя в городе я ходила просто в кофте. Так что одевайтесь максимально тепло, надевайте шарф.",6,tripadvisor,Халактырский пляж,Россия
Nataliya E,russia,15.01.21,"Непременно стоит посетить океан! Он прекрасен в любую погоду. Даже если он сердится и идёт мелкий снег, можно покачаться на качелях, сделать легендарное фото с фортепьяно или просто сходить в баню и окунуться в океане.",10,tripadvisor,Халактырский пляж,Россия
Olga G,russia,10.01.21,"Очень приятный пляж для прогулок у моря, красивые виды для фото .. катаются серферы. Одевайтесь теплее сильный ветер",10,tripadvisor,Халактырский пляж,Россия
Татьяна П,russia,06.01.21,"Точно стоит посещения! Красиво, зимой торжественно-сурово. Мы доехали на обычном джипе без проблем, хотя многие турфирмы пугали, что только на снегоходах зимой. По ценам тоже очень разные предложения. Турфирмы просили аж 20 тыс. за машину, другие - по 3,5 тыс. с человека...в итоге заказали через indriver машину за 5 тыс. на всех туда-обратно + заехать в пару мест в городе. По ощущениям можно было еще дешевле :)",10,tripadvisor,Халактырский пляж,Россия
Denis_DP,russia,27.12.20,"800 рублей от автостанции 10 км и столько же обратно. Такси Рубин, только это, остальные операторы лупили цену, как накануне Апокалипсиса! Приятная, чистая океанская водичка, теплый чёрный песочек! И конечно, серферы как неотъемлемый элемент. А также мужская солидарность, выражающаяся в последовательном купании в океане мужских компашек крепкого сложения. А вообще то, красотищща!",10,tripadvisor,Халактырский пляж,Россия
Vodnik2015,russia,26.12.20,"Расстояние от Петропавловска до Халактырского пляжа около 25 км. Вторая половина пути к пляжу скверная из-за обилия ям и бугров. Зато, прибыв на место, вы будете восхищены видом и мощью океана! Песок на пляже чёрного цвета, т.к. это вулканическая лава, истёртая до крупинок водой, ветром и временем. Песок на пляже на 67% состоит из железной руды и её примесей. Температура воды у побережья в самое жаркое время года достигает +12 +14 градусов. Здесь на протяжении всего года катаются серфингисты. На пляже расположены шатры с информацией и услугами для туристов, информационные стенды, спортивные площадки, места отдыха. Очень интересный глэмпинг, т.е. разновидность кемпинга, соединяющий комфорт гостиничного номера с отдыхом на природе, также находится на берегу океана.",8,tripadvisor,Халактырский пляж,Россия
Александр,russia,09.11.20,"Пляж производит потрясающее впечатление. На пляже чисто, песок, действительно, черный. Океан гудит в прямом смысле этого слова: волны высотой 3 м, стоит постоянный гул. На пляже есть столы со скамейками, где можно пообедать, рядом баки для мусора. Из минусов можно отметить толпы народа, много автомобилей и палаток, в которых размещены местные. Но есть еще один плюс - тундра. В августе она представляла собой сплошной ковер из брусники и шикши. Местные эти ягоды набирали ведрами, а мы просто попробовали их. Посмотреть фото и видео о пляже можно, набрав в любой поисковой системе словосочетание: Отели, экскурсии и рыбалка в теплых странах (подрубрика экскурсии на Камчатке, фильм ""Обзорная экскурсия по Петропавловску -Камчатскому""",10,tripadvisor,Халактырский пляж,Россия
MarinaShishkina,russia,06.10.20,"Прекрасный пляж для встречи рассвета и наблюдения за закатом. Подходит для фотосессий, съёмок квадрокоптером, чистейший песок, прекрасное дно и отличный сёрфинг. Осторожно с местными серверами, они нервные и ""голодные""...",10,tripadvisor,Халактырский пляж,Россия
Виталий К,russia,04.10.20,"Красивый пляж, плотный чёрный песок, можно гулять вдоль берега. Дорога грунтовка до пляжа, но хорошая. Красиво и хорошо",10,tripadvisor,Халактырский пляж,Россия
anna a,russia,28.09.20,"11 и 12 сентября у нас в Петропавловске проходил 1-ый Фестиваль ходьбы, объединивший Камчатских и Владивостокских ходоков. Наша группа из 36 человек специально прилетели из Владика на этот Фестиваль. И второй день марша где-то 7 км проходили по океаническому пляжу! Мы, живя всегда на море, были поражены величием Океана! Непередаваемый восторг! Уходить от Океана вообще не хотелось! Лично я купалась, пусть вода была градусов 12, заходить глубоко опасно - вода затягивала за ноги в Океан, но это было здорово! Конечно все сделали видео на телефоне, чтоб это шум прибоя навсегда остался с нами!",10,tripadvisor,Халактырский пляж,Россия
Светлана,russia,14.09.20,"Мощь океана 🌊 это надо только увидеть своими глазами! А какой там воздух 🌫✨💥а обед на свежем воздухе, это не передаваемо 💫",10,tripadvisor,Халактырский пляж,Россия
InkaSakhalinka,russia,22.08.20,"Воздух конечно как на море морской капустой и йодом не пахнет, но ощущения непередаваемые, а от воды зубы сводит, но приятноооо. Песок вулканический на магнит липнет - там есть какие-то частицы металлические. А когда облачности нет, то и влканы видно.",10,tripadvisor,Халактырский пляж,Россия
Vilensky,russia,06.08.20,Очень напомнило место пляжи Австралии. Плюс черный песок и хорошая инфраструктура. Пройтись или позаниматься серфингом,10,tripadvisor,Халактырский пляж,Россия
ecotouraruku,japan,01.08.19,黒砂海岸は、乾くと白砂になりました。北海道では今や考えられないような、広大な原生花園がここにありました。,10,tripadvisor,Халактырский пляж,Япония
Amstraveler,netherland,22.08.18,"Lovely long black sand beach. Splurge (relatively speaking) on a taxi to get there and back from Petropavlovsk or take the number 24 bus to its terminus for 25 roubles and walk for a couple of hours (easy walking, mosquitos on some routes) if you want to economise. Take some form of map with you to avoid the long irrigation (?) ditches.",10,tripadvisor,Халактырский пляж,Нидерланды
Neuforce,france,08.08.18,"I traveled with a friend in a tour tailored to us by a local tour operator. She surprised us with an incredible lunch of smoked salmon and salmon eggs, plus a warm dish of oven baked salmon and more in front of the spectacular Pacific Ocean!",10,tripadvisor,Халактырский пляж,Франция
OTUK,singapore,17.09.16,"Nothing amazing, a black sand beach near Petropavlovsk. Good even on a rainy day and you'll have a few rainy days in your trip!",6,tripadvisor,Халактырский пляж,Сингапур
love2travel33388,usa,08.09.16,"We traveled the Peninsula for two weeks in August 2016. Valley of the Geysers, Kiruili Lake, Avancha Volcano, Tolbachik Volcano, Esso, PKC, Harbor tour, Khalaktrrdky Beach - all the most amazing sites. But the travel is extremely demanding and the Russians go very hard. Be in top physical shape and ready for the adventure of a life time.",10,tripadvisor,Халактырский пляж,США
Tomasz Wozniak,poland,12.11.14,"beautiful ""must see"" place with really black volcanic sand on the beach. if it is a windy day, you can feel the power of Pacific Ocean.",10,tripadvisor,Халактырский пляж,Польша
cool_alaska,usa,05.09.14,"This is the beach of the Pacific Ocean. What you see right away - black (very black!) sand everywhere. It's volcanic sand. If you get there on a nice day, you can just sit on the beach and enjoy the view. On a windy day, you can watch the enormous waves. You can never swim there - too cold, even on a hot summer day. But it's definitely beautiful and very different from a typical beach. Watch for brown bears around that area!",10,tripadvisor,Халактырский пляж,США
Przemysław,poland,16.08.19,"Dość chłodny ocean, ale piasek ciepły, co wynika z jego składu chemicznego, bo to nie czysta krzemionka:) polecam. Fantastyczne wrażenie.",10,tripadvisor,Халактырский пляж,Польша
nologin,china,24.08.19,我认为包车（改装吉普）前往这里是最棒的选择，舒适性更高，路上也会快一些。更重要是能到达距离登山最近的点。一路上的景色令我终生难忘。火山喷发留下的灰烬、石块，荒野，宛如另一个星球。攀登的过程不会很艰苦，但依旧需要耗费不少体力。来这里比乘坐直升机的一日游更值得，也更精彩。 你可能需要花上2-3小时登山和返回，记得按照向导的提示准备衣物。当到了间歇泉之后不要停止，再往上会有一个小的火山湖，感觉到了一番仙境。如果你有一次攀登机会，那么这里是不会令你失望的。,10,tripadvisor,Вулкан Мутновский,Китай
nologin,china,19.08.19,在堪察加没有路，只有方向；不要问你想去哪，要问天气你能去哪儿。 晴天来肯定是最好的啦，但要看运气了。我就是阴雨天来的。 路上开车几小时，这四驱越野太过瘾了，感觉可以上天入地；一路上，心里呐喊“我靠，这是世界尽头吧？” 再爬山一个多小时就可以看到美景啦,10,tripadvisor,Вулкан Мутновский,Китай
ExpatriateInGermany,china,21.09.17,穿过雪场和一些山脊后，你就开始闻到空气中的硫。徒步旅行并不长，但却相当费力;确保你有登山杖，最重要的是，要和你的团队在一起。当你最终到达火山口的内部时，你会看到各种颜色的火山墙，许多活跃的火山泥，以及在冰川中的喷气孔——这是我从未经历过的。要确保你不会偏离路线，除非你喜欢掉进一个喷气孔里。如果你来这里，如果你有机会，可以在Opasny峡谷看看附近的瀑布。,10,tripadvisor,Вулкан Мутновский,Китай
Lana L,china,07.08.15,我非常喜欢这里！真的是太美了！蓝色的湖就像是魔法世界里的一样。当火山口在喷气的时候就真的想在仙境一样。路线真的不难找。,10,tripadvisor,Вулкан Мутновский,Китай
Worldwide,austria,11.09.17,"Rauchende Schlote und zischende Fumarolen, die Erde schiller in allen Farben. Ein großartiges Erlebnis, sich in der Caldera eines aktiven Vulkans umsehen zu können. Der Weg hinein ist allerdings beschwerlich und sehr schlammig, da der Zustieg durch eine Mure verlegt wurde.",10,tripadvisor,Вулкан Мутновский,Австрия
Martin G,austria,19.08.16,"Muss man gesehen haben. Der Vulkan zeigte sich uns in prächtigem Wetter. Wir waren am späteren Abend dort und dadurch kamen die Farben richtig zur Geltung. Der Weg durch den Krater ist relativ einfach zu begehen, braucht aber im oberen Teil etwas Schwindelfreiheit. Einfach nur sehenswert.",10,tripadvisor,Вулкан Мутновский,Австрия
Hobire,germany,24.04.16,Mit den Skis sind wir vom Kraterrand in den Krater gefahren. Die verschiedenen Fuamrolen und Dampfsäulen war ein Erlebnis,8,tripadvisor,Вулкан Мутновский,Германия
Syb H,germany,23.07.15,"Häufig soll sich der Vulkan im Nebel verstecken – wenn man, wie wir, Glück hat, lohnt sich der Anstieg. Vergleichen mit dem Avachinsky und dem Gorely hat mir der Mutnovsky am besten gefallen. Der Anstieg war am einfachsten und die Fumarolen sehr beeindruckend. Die Fahrt mit dem Gelände-Truck ist mit bis zu acht Stunden insgesamt zwar sehr lang, lohnt sich aber.",10,tripadvisor,Вулкан Мутновский,Германия
030_Claudia,germany,19.09.14,"... hat seinem Namen leider alle Ehre gemacht. Wenn die Wolken aber mal aufgerissen sind, konnte man ahnen, wie genial es hier bei Sonnenschein aussehen muss",8,tripadvisor,Вулкан Мутновский,Германия
Veni56,switzerland,01.01.20,En fantastiskt plats och väl värt mödan vandringen upp. Vandra även vidare mot den andra kratern för att se den röda sjön.,10,tripadvisor,Вулкан Мутновский,Швейцария
gustova_69,russia,17.10.21,"Вулкан Мутновский является одним из 32 действующих вулканом на Камчатке. По нашей туристической программе у нас должно было быть на него восхождение. Из-за сильного селя, который сошёл накануне и завалил тропу, по которой проходил маршрут, восхождение на Мутновский отменили. К сожалению, суровая природа Камчатки не раз вносила свои коррективы в нашу туристическую программу. Но не смотря на это, от поездки к Мутновскому мы остались в восторге. Мы посетили каньон Опасный, который находится рядом с подножием вулкана. Таявшие ледники Мутновского, стекая по склону образуют реку Вулканную, которая попадая в каньон образует грохочущий 80-метровый водопад. Каньон Опасный образовался в результате тектонического разрыва, его глубина около 120 метров. Здесь можно наблюдать слои многовековых отложений, порода вокруг абсолютно фантастических цветов. В голове всегда крутилась мысль: ""Мы на другой планете"". Каньон Опасный является одним из самых красивейших мест не только Камчатки, но и в мире. Все были в восторге от такого зрелища. Ещё одно уникальное место рядом с Мутновским, которое мы посетили, это ледниковую сказочной красоты пещеру. Красота невероятная!",10,tripadvisor,Вулкан Мутновский,Россия
kinkseniya,russia,20.09.21,"Мой совет - идите маленькой группой, чтобы за вами мой следить Гид. Восхождение в группе из 20 человек не очень комфортно. И проезд на вахтовке весьма опасен.",10,tripadvisor,Вулкан Мутновский,Россия
Дмитрий К,russia,03.09.21,"Запоминающийся джип-тур на вулкан в июле. Сначала на джипах по военной грейдерной дороге 70 км до Вилючинского перевала, потом по снегу и лавовым каменистым полям еще несколько км. И далее 2 км пешком по снегу и камням в кратер вулкана, где фумарольные источники. Завораживающие виды! На обратном пути встретили трех медведей прямо у дороги. Да, даже там где снег, встречаются комары.",10,tripadvisor,Вулкан Мутновский,Россия
Scheckal,russia,29.08.21,Обязательно к посещению с хорошим гидом и/или экскурсоводом. Маршрут прост. Виды потрясают. Активный кратер впечатляет.,10,tripadvisor,Вулкан Мутновский,Россия
Александр,russia,29.10.20,"Само восхождение на вулкан Мутновский, даже в составе организованной группы, опасно для жизни. Маршрут абсолютно не оборудован с точки зрения безопасности, а ведь восхождение проводилось в самое благоприятное по погодным условиям время - в августе. Эта претензия не к природе Камчатки, а к администрации Камчатского края. Когда мы проводили восхождение на вулкан Мутновский от турфирмы ""Зима-Лето"", мы видели рядом с собой сотни людей (и это, наверное, каждый день столько людей!!!). Есть несколько мест откровенно опасных, где для туристов, привозящих с собой на Камчатку (для пополнения ее бюджета) немалые деньги, можно было хотя бы вбить в грунт б/у трубы, натянуть между ними тросы, чтобы предотвратить ""полеты"" туристов вниз головой с горных круч и ледников. Не тут-то было! Чиновникам на это наплевать. Только в нашей группе двое туристов чуть не лишились жизни, благо среди нас были тренированные мужчины, которые смогли поймать и вытащить сорвавшихся с ледника туристов. Мы с женой собирались побывать на других, более сложных для восхождения вулканах (Мутновский - самый легкий). Но решили, что жизнь и здоровье дороже впечатлений. Все мучения и неприятности, которые Вы можете испытать, побывав на данной экскурсии, можно посмотреть, набрав в любой поисковой системе словосочетание: Отели, экскурсии и рыбалка в теплых странах (подрубрика ""Экскурсии на Камчатке"").",4,tripadvisor,Вулкан Мутновский,Россия
Роман Д,russia,14.09.20,"Достаточно труднодоступное место: необходим проходимый джип. Приличное по времени пешее передвижение, но все вознаграждается великолепным видом на ледник и фуморольным вулканом",10,tripadvisor,Вулкан Мутновский,Россия
Роман Н,russia,11.09.20,"Потрясающе. Сначала поездка на подготовленном джипе по бездорожью через поля пепла и застывшей лавы, затем восхождение к кальдере.",10,tripadvisor,Вулкан Мутновский,Россия
Kiss_of_sun,russia,15.08.20,"Восхождение короче, чем на Горелый, но не легче. Атмосфера мощная, такого нигде не увидеть. Обязательно к посещению",10,tripadvisor,Вулкан Мутновский,Россия
Анжелика С,russia,02.08.20,Это нужно посетить в первую очередь. Прежде чем спланируете другие восхождения. Проверите свою подготовку .,10,tripadvisor,Вулкан Мутновский,Россия
Vladimir N,russia,20.02.20,Мулкан Мутновский это то место где можно увидеть как было тысячи лет назад. Энергия земли в чистом виде.,10,tripadvisor,Вулкан Мутновский,Россия
davidsologov,russia,02.12.19,"Другая планета или как зарождалась жизнь на нашей Земле. Красиво, виды чумовые, фумаролы и выходы серы, разные виды горных пород, действующий кратер - очень необычно и обязательно к посещению.",10,tripadvisor,Вулкан Мутновский,Россия
markgon-traveler,russia,28.09.19,"нужно подняться на высоту около 500 м и пройти пару километров в гору чтобы насладиться этой незабываемой красотой.вулкан мутновский живёт, дышит, Впечатляет",10,tripadvisor,Вулкан Мутновский,Россия
Kirill P,russia,27.09.19,"Дорога в один конец 5 часов на вахтовке тяжко. Если с погодой не повезло, то не очень будет. Сам кратер впечатлил меньше, чем ручей и водопад Опасный на подъезде. Вид при подъезде тоже ломовой. Идти в одну сторону около двух часов. В официальных турбюро 9тр - дороговато. Можно искать в 2-3 раза дешевле джип туры и как- то народ в вотсап мутит. Разница, кроме цены, в еде/ее отсутствии и типа у официально страховку делают... И годы опытнее... Решает каждый сам))",8,tripadvisor,Вулкан Мутновский,Россия
Евгения Т,russia,09.09.19,"Наша первая ошибка - поехали сразу после самолета, читай, смены часового пояса на 9 часов. В результате подъем пришелся на нашу биологическую ночь. Ну, вообще не в кайф! Организм спит, а ты его подбадриваешь, ""лезь, гад такой, в гору!"" А он не хочет. Вторая ошибка, но тут уже не наша, не было масок, а испарения серы - это не витаминки. Во всем остальном - супер! Марсианские пейзажи, каньон и водопад, медведи и медвежата, кристальные горные ручьи и ...вулканы!!! Одевайтесь многослойно. Жару сменяют порывы ледяного воздуха (конец августа). Ну, и углеводов в карман, на высоте шоколадка как глоток свежего воздуха, не помешает.",10,tripadvisor,Вулкан Мутновский,Россия
Анастасия И,russia,08.09.19,"Посетили все 3 кратера. Перед экскурсией гиды предупреждали, что нужно тепло одеваться, но по моим ощущениям одеваться стоит как можно легче (в пределах разумного, конечно). Даже при переходе через ледник ощущается максимум приятная прохлада, а вот пока карабкаешься по склону реально скорее перегреться. Зато желательно иметь с собой платки на лицо. От фумаролов сильно благоухает сероводородом. Подходить к ним лучше с наветренной стороны. Если попасть в облако сероводорода без повезки на лицо, то в горле появляется кислый вкус. Предупреждают, что из облака нужно скорее выйти, иначе можно надышаться до лёгкого отравления. Пейзажи шикарные, фото не могут передать их красоту полностью. Размер озера во втором кратере зависит от погоды. Кому как повезёт его увидеть. А к третьему кратеру нужно подниматься по крутому участку держась за верёвку с навязанными узлами. Будте готовы к риску слегка испачкаться и постоять в очереди, если подойдут несколько групп одновременно.",10,tripadvisor,Вулкан Мутновский,Россия
Natalia S,russia,04.09.19,"Наверно самый разнообразный по впечатлениям вулкан. Подъем сравнительно не сложный, только запах мешает.",10,tripadvisor,Вулкан Мутновский,Россия
Qwnjulia,russia,02.09.19,"Путь к вулкану ""Мутновский"" - это жуткое бездорожье. Нужно быть к этому готовым и запастись ""Драминой"", если вас хоть немного укачивает. Однако любителям острых ощущений понравится постоянная болтанка, подъемы по вертикали и скоростные спуски на джипе - иначе не добраться. Еще до встречи с вулканом вам предстоит получить огромное эстетическое удовольствие от чарующих сопок, каньона ""Опасный"" и одноименного водопада. А сам вулкан - это космос! Вероятно, такие пейзажи были повсюду на Земле в самом начале зарождения жизни на нашей планете. Он действующий живой, дышит как дракон - такой эффект дают фумаролы. Нереальная брутальная красота, созданная природой. Обязательно серьезно экипируйтесь: трекинговые ботинки, палки, гамаши, перчатки, удобная одежда, не стесняющая движений, а еще шапка - с ней теплее. Местами на вулкане есть довольно крутые спуски и подъемы, но с палками реально их преодолеть. Красоты вокруг мотивируют к движению и делают тебя бесстрашным :)",10,tripadvisor,Вулкан Мутновский,Россия
Андрей,russia,01.09.19,"Доехать можно только на подготовленной машине или вахтовке. Пеший путь от стоянки для здорового человека, не спортсмена утомителен, но проходим. Облачная погода не мешает. Конечно красиво, необычно, но начитавшись восторженных отчетов ожидал большего.",8,tripadvisor,Вулкан Мутновский,Россия
ivd555,russia,31.08.19,"Это место обязательно к посещению. Самые яркие впечатления от десятидневной поездки по Камчатке . Особенно для увлекающихся фото. Испытаете массу разных эмоций. Мощь природы, лёгкое чувство опасности, феерические краски, небольшая физическая нагрузка. Два часа езды на джипе/вахтовке. Трехчасовая прогулка к вулкану и по кратеру. Обратите внимание на обувь. Желательно трекинговую обувь надеть. В кроссовках может оказаться сыро и грязно.",10,tripadvisor,Вулкан Мутновский,Россия
Бойцова Людмила,russia,31.08.19,Потрясающе! Совершенно необычное зрелище и год от года меняющееся. Можно ходить на этот вулкан каждый год и всегда будет интересно,10,tripadvisor,Вулкан Мутновский,Россия
DrDimSwitzerland,switzerland,19.08.21,"The journey from Petropawlovsk is relatively long, about 3-4 hours, a large part of which is off-road - you get pretty shaken at times. The surroundings are very beautiful and sometimes spectacular! The ascent to Mutnovsky is not particularly strenuous and with a leisurely pace and breaks around 4-5 hours there and back. However, it is partly slippery, so watch out. It is definitely worth it, you will find the most beautiful fumaroles we have ever seen there.",10,tripadvisor,Вулкан Мутновский,Швейцария
Małgorzata M,poland,01.10.19,"I recommend this trip to all people, who want to experience something amazing in their lives. Wonderfully!",10,tripadvisor,Вулкан Мутновский,Польша
Neil M,usa,23.08.19,"It is not every day that you can hike into a live volcano, and that is a trip I will remember forever, not least because we rode in a modified Toyota that had six wheels, each more than 4 feet wide and almost 30 inches (1.3 meters and 70 centimers) wide.",10,tripadvisor,Вулкан Мутновский,США
Asaf V,eng,22.08.19,"The hike to the mountain top was great. To get there you currently need a 4×4 vehicle to drive you. If you have a good driver, he might drive you very close to the peak. Our driver got us almost as close as possible, and we had a 1.5 hour hike to the summit. Gaysers are awesome, views are terrific. The only annoying thing is that it was mobbed by tourists. The earlier you get to the mountain, the better.",8,tripadvisor,Вулкан Мутновский,Англоязычная страна
Ariel B,israel,13.08.19,"We visited the mountain with a group of friends in a guided tour organized by the Volcanoesland company in Petropavlovsk. We came in the afternoon, and were welcomed by a breathtaking view of the smoking mountain. After camping for the night near the mountain, in the morning we started the ascend to the crater. The path (about 3.5 km.) is of medium difficulty, with some snow crossing on the way. After 2 hours we were rewarded with an astonishing panorama of tens of fumaroles (steaming holes in the ground) and multicolored mountains. On the way back, a short detour took us to a deep canyon and a 90 meters high waterfall. Getting there is a little difficult, and possible only by 4x4 cars on a poor road.",10,tripadvisor,Вулкан Мутновский,Израель
steve z,usa,18.05.19,An active volcano seen from a distance. Spewing gases visible from miles away. Great on a clear day.,10,tripadvisor,Вулкан Мутновский,США
Gilberto G,italy,09.12.18,"I was only three days in Kamcthatca but unforgettable, I was fascinated by the strong and wild nature and the wonderful volcanoes. An extraordinary energy. I was a guest in a small but very nice cottage on the bay, opposite the Bering Strait and in the morning I enjoyed the first sunrise in the world because the sun rises before it gets in every other part. I visited two volcanoes before moving again. We were accompanied by her friends who live on the spot that have made available to jeeps out of the ordinary to reach our goals. A note on the caviar .... unsurpassed.",10,tripadvisor,Вулкан Мутновский,Италия
mskhalil,dubai,19.08.18,"a car picked me up from my hotel, drove for like an hour, then we took a monster truck (and the fun started) :) , we drove off-road for like 3-4 hours in snow, then we parked up in the mountains and started hiking for like 3-4 hours with the guide, we saw all 4 craters of the active volcano boiling. it was simply an unforgettable experience.",10,tripadvisor,Вулкан Мутновский,Дубай
John K,usa,16.08.18,"We landed there by helicopter on our way to Kuril lake. It was an opportunity to do so due to good weather. Spectacular views up there surrounded by the volcanic effects, like steaming cracks and bubbling sulfur pools. Many day hikers had already reached the spot before we landed.",10,tripadvisor,Вулкан Мутновский,США
